asu	qq	cc
50781252	123	123
27270897	123	123
6015678	123	123
62437194	123	123
61832591	123	123
59195803	123	123
11673117	123	123
89274499	123	123
12934860	123	123
28643304	123	123
10012384	123	123
68223373	123	123
98971461	123	123
51626100	123	123
24255460	123	123
12114188	123	123
19278681	123	123
48674562	123	123
79517734	123	123
33016652	123	123
87849206	123	123
27801808	123	123
75458425	123	123
14022344	123	123
43350894	123	123
99401497	123	123
33383647	123	123
13305195	123	123
41490684	123	123
25340002	123	123
2577032	123	123
32303567	123	123
99000462	123	123
90530434	123	123
8023471	123	123
15747198	123	123
44023814	123	123
19529722	123	123
26180998	123	123
62447442	123	123
80056025	123	123
1749687	123	123
7873917	123	123
92727068	123	123
37552229	123	123
48794405	123	123
40324179	123	123
12122093	123	123
77676473	123	123
87800215	123	123
43523575	123	123
20194212	123	123
75056805	123	123
7805221	123	123
68191784	123	123
42879283	123	123
57029644	123	123
60738582	123	123
37171167	123	123
23031805	123	123
25636794	123	123
88281710	123	123
93224583	123	123
78711529	123	123
53986366	123	123
7661976	123	123
80065575	123	123
68721812	123	123
62136914	123	123
60482069	123	123
47144007	123	123
4392513	123	123
45326417	123	123
1341425	123	123
1628275	123	123
39032593	123	123
57489598	123	123
39272678	123	123
83926180	123	123
39782778	123	123
83356851	123	123
91263976	123	123
46497829	123	123
27039212	123	123
25936315	123	123
50509960	123	123
898218	123	123
93284411	123	123
30965763	123	123
49022904	123	123
12244119	123	123
4798185	123	123
29456459	123	123
79419376	123	123
43020410	123	123
56474256	123	123
96001374	123	123
91597993	123	123
48305823	123	123
21661724	123	123
74725985	123	123
53616078	123	123
37962569	123	123
74826737	123	123
99497619	123	123
56610885	123	123
80307262	123	123
72603805	123	123
94895505	123	123
92747535	123	123
65926860	123	123
40354607	123	123
83203911	123	123
37670316	123	123
82426605	123	123
85781287	123	123
10614291	123	123
47774895	123	123
2795882	123	123
54940669	123	123
4343069	123	123
59014165	123	123
76572511	123	123
90235066	123	123
86428685	123	123
41053766	123	123
49371725	123	123
32278008	123	123
56215991	123	123
6562534	123	123
59501060	123	123
87901964	123	123
68268831	123	123
50425429	123	123
35847763	123	123
60938864	123	123
78578586	123	123
19532121	123	123
49150029	123	123
20887868	123	123
77327091	123	123
20433790	123	123
35706116	123	123
3124583	123	123
64137223	123	123
14402817	123	123
83860604	123	123
68405341	123	123
84801370	123	123
55054154	123	123
21264964	123	123
48852341	123	123
54526253	123	123
54492284	123	123
83904323	123	123
99552379	123	123
42432167	123	123
75646577	123	123
21026231	123	123
88987825	123	123
33179280	123	123
73198454	123	123
91538001	123	123
60745380	123	123
87081414	123	123
66192609	123	123
47074202	123	123
98769303	123	123
63114289	123	123
94274884	123	123
820820	123	123
45786035	123	123
34914984	123	123
54162747	123	123
26321135	123	123
5302845	123	123
19231464	123	123
96002159	123	123
65630749	123	123
74347496	123	123
80757059	123	123
53877714	123	123
17216210	123	123
35367487	123	123
37876433	123	123
31125944	123	123
72637515	123	123
41242672	123	123
36764452	123	123
44844558	123	123
33554811	123	123
50890026	123	123
90106372	123	123
26778145	123	123
28929439	123	123
26552872	123	123
99661741	123	123
35027615	123	123
33130322	123	123
42898357	123	123
3412448	123	123
99354041	123	123
54593608	123	123
6021644	123	123
17855490	123	123
88993019	123	123
90190108	123	123
91338952	123	123
9488310	123	123
56679760	123	123
49751496	123	123
42081196	123	123
13771463	123	123
54724595	123	123
78719266	123	123
38089918	123	123
67855813	123	123
24154552	123	123
26828234	123	123
33009997	123	123
36368846	123	123
34283357	123	123
60977497	123	123
22140145	123	123
33893878	123	123
97419202	123	123
14760889	123	123
72761658	123	123
63100188	123	123
41852865	123	123
12192194	123	123
60749522	123	123
10245453	123	123
62505282	123	123
82285466	123	123
33340352	123	123
6917263	123	123
44443693	123	123
64669111	123	123
69022907	123	123
48943278	123	123
21861543	123	123
86831697	123	123
64059886	123	123
67607617	123	123
50147164	123	123
35005854	123	123
57744664	123	123
57689482	123	123
56773166	123	123
37480459	123	123
3783428	123	123
59243079	123	123
41137826	123	123
76681019	123	123
45869218	123	123
87713157	123	123
16117804	123	123
52403694	123	123
25715424	123	123
11277217	123	123
43074612	123	123
16882646	123	123
61768258	123	123
99314683	123	123
60469006	123	123
47743375	123	123
96415555	123	123
69419600	123	123
44716210	123	123
61031481	123	123
40829739	123	123
59395436	123	123
21311554	123	123
85454699	123	123
45443314	123	123
72215676	123	123
91957201	123	123
90858738	123	123
44148279	123	123
67801713	123	123
43002179	123	123
55717375	123	123
55601646	123	123
15519191	123	123
76664942	123	123
49572425	123	123
46445172	123	123
10504220	123	123
34679063	123	123
92140064	123	123
50109563	123	123
18715618	123	123
22905998	123	123
73189831	123	123
87275826	123	123
71768226	123	123
80523119	123	123
74367285	123	123
50981026	123	123
20642337	123	123
72562012	123	123
72257190	123	123
65736010	123	123
2397088	123	123
15599785	123	123
50133821	123	123
80956959	123	123
13704028	123	123
60730122	123	123
84898660	123	123
84699234	123	123
95626553	123	123
52291167	123	123
70566617	123	123
6320096	123	123
52378641	123	123
8821305	123	123
5941295	123	123
52357116	123	123
15598175	123	123
62093370	123	123
80218060	123	123
93624507	123	123
56953473	123	123
29835057	123	123
13240973	123	123
56744684	123	123
70920150	123	123
66458098	123	123
12131726	123	123
15859673	123	123
88861903	123	123
78648663	123	123
6681148	123	123
75143960	123	123
56831169	123	123
69977772	123	123
88408856	123	123
1214663	123	123
91674892	123	123
45926821	123	123
20612060	123	123
91220951	123	123
2551700	123	123
71839685	123	123
44004048	123	123
91727042	123	123
68507779	123	123
12491834	123	123
35387433	123	123
61242557	123	123
47586736	123	123
46628647	123	123
87940577	123	123
99120695	123	123
70820636	123	123
90059004	123	123
1867624	123	123
95606826	123	123
9235892	123	123
28772653	123	123
33951019	123	123
94414450	123	123
36805839	123	123
22534273	123	123
37302444	123	123
15324851	123	123
93692358	123	123
70981969	123	123
47957759	123	123
63000314	123	123
36419389	123	123
56924499	123	123
58361607	123	123
98150532	123	123
57661276	123	123
91121193	123	123
38773583	123	123
19555614	123	123
4273674	123	123
30895728	123	123
25321	123	123
1454514	123	123
54560713	123	123
49456092	123	123
41284335	123	123
55741702	123	123
53780563	123	123
7747795	123	123
22651257	123	123
82570865	123	123
6615686	123	123
76488812	123	123
67581993	123	123
29401701	123	123
82217654	123	123
82260865	123	123
51143332	123	123
89766564	123	123
90752650	123	123
31705357	123	123
50238595	123	123
78539407	123	123
71957359	123	123
33795754	123	123
21507921	123	123
96479209	123	123
73057540	123	123
53315290	123	123
13736348	123	123
22016937	123	123
99942276	123	123
73482806	123	123
60247646	123	123
90356449	123	123
25039914	123	123
4505355	123	123
5653785	123	123
25967191	123	123
70252098	123	123
25582864	123	123
85599278	123	123
74251982	123	123
83362718	123	123
77769611	123	123
82057945	123	123
87489709	123	123
78461932	123	123
90935619	123	123
85074786	123	123
11553559	123	123
81591342	123	123
10053439	123	123
48773329	123	123
28199145	123	123
57586771	123	123
32060680	123	123
19051546	123	123
94421114	123	123
13840631	123	123
31216085	123	123
80647855	123	123
92181218	123	123
18078040	123	123
82321313	123	123
49886874	123	123
17646329	123	123
10799166	123	123
92012462	123	123
10883279	123	123
78214638	123	123
68005793	123	123
58022880	123	123
60691931	123	123
3172167	123	123
14171869	123	123
10222681	123	123
93005835	123	123
62961970	123	123
89281277	123	123
46249664	123	123
41758633	123	123
37530477	123	123
73380822	123	123
93947169	123	123
31896226	123	123
67739173	123	123
25218695	123	123
43786165	123	123
127103	123	123
28630482	123	123
84561390	123	123
25679499	123	123
15807851	123	123
15154130	123	123
63920834	123	123
72205360	123	123
99498061	123	123
54896854	123	123
8625243	123	123
89424129	123	123
8422651	123	123
65736442	123	123
72351228	123	123
68623415	123	123
16266888	123	123
2969484	123	123
22731360	123	123
4825202	123	123
85738263	123	123
80109925	123	123
4920752	123	123
63374125	123	123
96488267	123	123
28099624	123	123
92552818	123	123
10315277	123	123
8782448	123	123
38134107	123	123
86188845	123	123
99928224	123	123
14597455	123	123
9276250	123	123
49003362	123	123
29640376	123	123
29813160	123	123
21905198	123	123
27457346	123	123
10377426	123	123
63718357	123	123
64025018	123	123
33151843	123	123
36727167	123	123
31339194	123	123
41899630	123	123
72283162	123	123
77418877	123	123
85169987	123	123
91354251	123	123
26886745	123	123
20752399	123	123
15840264	123	123
82826886	123	123
8862390	123	123
80414182	123	123
80696326	123	123
91433122	123	123
63893548	123	123
80279722	123	123
33771819	123	123
84263363	123	123
78193602	123	123
56591645	123	123
73174686	123	123
68296947	123	123
71047832	123	123
36984482	123	123
4139690	123	123
72768774	123	123
97986827	123	123
27856686	123	123
54588591	123	123
1736062	123	123
65868544	123	123
61541638	123	123
25465486	123	123
32585912	123	123
33025202	123	123
32038164	123	123
1351574	123	123
8450417	123	123
74650559	123	123
84572344	123	123
87034373	123	123
51039801	123	123
71506935	123	123
3775150	123	123
15265917	123	123
39131850	123	123
65616091	123	123
77886153	123	123
18384022	123	123
91215494	123	123
49167829	123	123
75667807	123	123
83065979	123	123
72412621	123	123
52226545	123	123
68830539	123	123
54483120	123	123
49756197	123	123
55559459	123	123
38285652	123	123
81659171	123	123
80056542	123	123
4286413	123	123
38538467	123	123
48187816	123	123
64544208	123	123
55144782	123	123
20380999	123	123
18122809	123	123
52907022	123	123
58691972	123	123
60271052	123	123
92313566	123	123
887901	123	123
77871871	123	123
16793219	123	123
35121636	123	123
91120955	123	123
70713880	123	123
21263864	123	123
1838341	123	123
3343789	123	123
7863118	123	123
3756859	123	123
40836053	123	123
59906778	123	123
89481081	123	123
78446042	123	123
92539448	123	123
2546010	123	123
98927731	123	123
59671018	123	123
20498547	123	123
61297850	123	123
39264512	123	123
76669260	123	123
49282434	123	123
12042662	123	123
68426120	123	123
49196335	123	123
46314753	123	123
62684354	123	123
97366669	123	123
34635153	123	123
25589802	123	123
93374464	123	123
95161924	123	123
16183418	123	123
2893564	123	123
17281147	123	123
80076393	123	123
10658871	123	123
2937290	123	123
74424019	123	123
78151392	123	123
37037021	123	123
69155173	123	123
35672891	123	123
1389256	123	123
7397518	123	123
48551600	123	123
9984143	123	123
35136534	123	123
84279262	123	123
10246838	123	123
77630224	123	123
7766589	123	123
61149635	123	123
75071071	123	123
27910105	123	123
57468985	123	123
6026622	123	123
76132381	123	123
13217712	123	123
87664486	123	123
64369456	123	123
88108343	123	123
16894640	123	123
96739201	123	123
78613949	123	123
76278332	123	123
98234881	123	123
19421574	123	123
3824525	123	123
59017900	123	123
91258774	123	123
49324991	123	123
5559115	123	123
37972752	123	123
1546241	123	123
30218468	123	123
25381571	123	123
87382815	123	123
17550349	123	123
88969521	123	123
72225580	123	123
12860182	123	123
40509857	123	123
37834944	123	123
40452131	123	123
74419040	123	123
33836710	123	123
25694016	123	123
62017587	123	123
71590551	123	123
96780496	123	123
49928717	123	123
99272502	123	123
43100219	123	123
67302967	123	123
42745435	123	123
20141325	123	123
83150804	123	123
84280848	123	123
35674214	123	123
53505400	123	123
93687563	123	123
6728835	123	123
14026612	123	123
4907872	123	123
44297682	123	123
40802290	123	123
3790499	123	123
56267282	123	123
90528745	123	123
41617114	123	123
36554471	123	123
61381418	123	123
62118374	123	123
96291340	123	123
757042	123	123
58746457	123	123
9652014	123	123
74770004	123	123
68770444	123	123
74487920	123	123
30680987	123	123
98134444	123	123
63818025	123	123
8447209	123	123
55533773	123	123
56162584	123	123
25414373	123	123
62587794	123	123
44718726	123	123
68555268	123	123
4777051	123	123
25410188	123	123
9160935	123	123
75581292	123	123
8813787	123	123
51836960	123	123
67360463	123	123
83719258	123	123
43653584	123	123
82731256	123	123
72673925	123	123
91277393	123	123
82579698	123	123
8130491	123	123
23553975	123	123
51667339	123	123
40035138	123	123
60785174	123	123
75321900	123	123
95747962	123	123
50846062	123	123
11638880	123	123
18534587	123	123
29602071	123	123
36645220	123	123
26022833	123	123
96289692	123	123
81029699	123	123
38862623	123	123
59147171	123	123
47580161	123	123
70925807	123	123
39924427	123	123
63177658	123	123
56124498	123	123
72464281	123	123
57251604	123	123
33977911	123	123
73717888	123	123
56010091	123	123
46176868	123	123
83153939	123	123
43675190	123	123
22373960	123	123
78799584	123	123
74626690	123	123
2734228	123	123
1719960	123	123
72325096	123	123
39964224	123	123
82965266	123	123
92191906	123	123
88810133	123	123
98364539	123	123
43950178	123	123
42926351	123	123
55210404	123	123
47112927	123	123
20493805	123	123
81330845	123	123
28096918	123	123
99314706	123	123
15694537	123	123
22569358	123	123
60498498	123	123
77638641	123	123
55303601	123	123
68257222	123	123
69765689	123	123
31793244	123	123
66995000	123	123
14528185	123	123
46171747	123	123
20945013	123	123
93641321	123	123
22194143	123	123
58610039	123	123
94717764	123	123
1934905	123	123
77021094	123	123
53454018	123	123
17292785	123	123
39786529	123	123
73412228	123	123
40614541	123	123
73400804	123	123
41919262	123	123
45808581	123	123
57905150	123	123
52557977	123	123
16361195	123	123
16398029	123	123
47046281	123	123
86394520	123	123
89017068	123	123
88921402	123	123
86986702	123	123
15458159	123	123
59409481	123	123
35102897	123	123
47207378	123	123
91880548	123	123
3290480	123	123
28448321	123	123
3207171	123	123
36950509	123	123
39477209	123	123
39713445	123	123
60449276	123	123
18823601	123	123
6908378	123	123
18443875	123	123
71286633	123	123
43499663	123	123
67807593	123	123
37224214	123	123
40336258	123	123
50740216	123	123
15253651	123	123
90214424	123	123
35209005	123	123
58520508	123	123
79782643	123	123
37768790	123	123
5955146	123	123
86073144	123	123
18883930	123	123
2790215	123	123
95493247	123	123
75853903	123	123
7887282	123	123
56681566	123	123
54165153	123	123
57080098	123	123
59720848	123	123
10868807	123	123
12786836	123	123
99367909	123	123
25507982	123	123
80041670	123	123
3948170	123	123
42143301	123	123
57932280	123	123
50456689	123	123
72099243	123	123
3468907	123	123
84356214	123	123
84341628	123	123
5734085	123	123
25560498	123	123
94804463	123	123
52227885	123	123
22494232	123	123
97723139	123	123
56004296	123	123
15043845	123	123
46278004	123	123
55037546	123	123
96391520	123	123
39081577	123	123
7631918	123	123
53747841	123	123
2791425	123	123
5780380	123	123
72388755	123	123
31229531	123	123
36062826	123	123
10589889	123	123
54388323	123	123
56297969	123	123
21058761	123	123
16622198	123	123
71780710	123	123
48159048	123	123
42840174	123	123
18094158	123	123
53122097	123	123
95791114	123	123
13195244	123	123
25286419	123	123
795086	123	123
22012977	123	123
83251094	123	123
70993601	123	123
13747916	123	123
60096967	123	123
87194976	123	123
29190853	123	123
12029061	123	123
93991522	123	123
18163957	123	123
57626795	123	123
30712883	123	123
30299997	123	123
46281385	123	123
42777463	123	123
34631501	123	123
51869826	123	123
34253691	123	123
61203173	123	123
70398575	123	123
55251687	123	123
37203809	123	123
40154282	123	123
87963794	123	123
6177027	123	123
727185	123	123
28201602	123	123
70009990	123	123
76018233	123	123
28915730	123	123
9521393	123	123
70401613	123	123
21833352	123	123
6881961	123	123
41170529	123	123
92495432	123	123
3289147	123	123
3933498	123	123
96624573	123	123
88497070	123	123
1985421	123	123
5410775	123	123
93727015	123	123
87333579	123	123
86057045	123	123
95006755	123	123
95667922	123	123
63289689	123	123
5466906	123	123
39283928	123	123
3535918	123	123
81847391	123	123
43565831	123	123
20843712	123	123
41058825	123	123
26436176	123	123
4332691	123	123
21095194	123	123
49323258	123	123
36914747	123	123
17468548	123	123
38446451	123	123
56123803	123	123
15234612	123	123
27441662	123	123
10809871	123	123
97462835	123	123
77031267	123	123
88137599	123	123
56577989	123	123
41409639	123	123
2616126	123	123
16347375	123	123
39315745	123	123
68175966	123	123
40297516	123	123
64896345	123	123
98875450	123	123
22573785	123	123
50443587	123	123
93433389	123	123
95536838	123	123
43814947	123	123
68976679	123	123
20592544	123	123
32520404	123	123
63086800	123	123
68346330	123	123
91665107	123	123
74598659	123	123
72716836	123	123
91206141	123	123
27002369	123	123
86407740	123	123
89593066	123	123
84049978	123	123
65237382	123	123
29930745	123	123
64513572	123	123
88084080	123	123
56634182	123	123
19565652	123	123
21065737	123	123
59553825	123	123
41888922	123	123
99316634	123	123
13454695	123	123
99656271	123	123
95688476	123	123
6024200	123	123
58700270	123	123
5262561	123	123
3665457	123	123
81251141	123	123
33893533	123	123
82578161	123	123
58035216	123	123
50298519	123	123
65059561	123	123
20190066	123	123
2892550	123	123
88593119	123	123
82159220	123	123
5451495	123	123
56365400	123	123
76189330	123	123
6146467	123	123
83251213	123	123
45570067	123	123
26802731	123	123
11267869	123	123
88866685	123	123
37390443	123	123
82718324	123	123
76977026	123	123
42152701	123	123
23555372	123	123
59271677	123	123
17719525	123	123
78017731	123	123
25703325	123	123
20313227	123	123
46902411	123	123
84807934	123	123
20992559	123	123
70791208	123	123
4527666	123	123
48053072	123	123
88246262	123	123
70977077	123	123
33069085	123	123
16544237	123	123
12389603	123	123
4735059	123	123
96303403	123	123
20035563	123	123
4760528	123	123
48091337	123	123
2395660	123	123
27711497	123	123
89798440	123	123
31859803	123	123
48071285	123	123
87743146	123	123
57796975	123	123
77024761	123	123
48862691	123	123
72213721	123	123
16632869	123	123
83866036	123	123
18578323	123	123
61511255	123	123
92282295	123	123
65412649	123	123
12795917	123	123
1092266	123	123
11465726	123	123
86860150	123	123
37357689	123	123
78715558	123	123
12995383	123	123
78127837	123	123
33747206	123	123
56159207	123	123
39396989	123	123
99782970	123	123
39303069	123	123
36189172	123	123
6871120	123	123
44586681	123	123
62162428	123	123
82419458	123	123
60354571	123	123
39425354	123	123
50797620	123	123
46264245	123	123
3432414	123	123
85987309	123	123
37721517	123	123
54531011	123	123
39659513	123	123
49668420	123	123
8986338	123	123
13579460	123	123
68850020	123	123
26767687	123	123
57442305	123	123
14872793	123	123
33476027	123	123
44872640	123	123
40264016	123	123
40715058	123	123
80955745	123	123
67496471	123	123
67672057	123	123
40723552	123	123
33181547	123	123
72905559	123	123
14000522	123	123
3514386	123	123
30561167	123	123
54048336	123	123
53201773	123	123
58327425	123	123
65520348	123	123
74478423	123	123
31131073	123	123
47713870	123	123
66064264	123	123
76704867	123	123
10764579	123	123
60850417	123	123
35520598	123	123
50688932	123	123
34076394	123	123
48027961	123	123
28238991	123	123
13792813	123	123
16611537	123	123
70549125	123	123
57337821	123	123
9424944	123	123
72318795	123	123
77903400	123	123
57668278	123	123
83939126	123	123
91712310	123	123
66550208	123	123
48911814	123	123
79482834	123	123
21278210	123	123
67815790	123	123
49627875	123	123
30551941	123	123
19646786	123	123
81478314	123	123
90468035	123	123
774610	123	123
76238223	123	123
13490387	123	123
81268055	123	123
77149869	123	123
8218766	123	123
3767766	123	123
72810929	123	123
62709395	123	123
82000760	123	123
14234730	123	123
41712034	123	123
99894042	123	123
68324653	123	123
13205603	123	123
51569973	123	123
12034643	123	123
58629755	123	123
77048254	123	123
45055789	123	123
22066292	123	123
37366357	123	123
14135250	123	123
28464023	123	123
33280764	123	123
24265352	123	123
73231289	123	123
1447833	123	123
63907872	123	123
35795436	123	123
75442210	123	123
74218211	123	123
21340454	123	123
62567232	123	123
80935025	123	123
96921860	123	123
93813588	123	123
65910781	123	123
96627717	123	123
16266538	123	123
37164252	123	123
5001314	123	123
40865961	123	123
28768454	123	123
23251698	123	123
20263674	123	123
33320054	123	123
65118290	123	123
51175117	123	123
31656170	123	123
61015329	123	123
62284145	123	123
11094972	123	123
84119986	123	123
35758212	123	123
61762282	123	123
97517905	123	123
94483153	123	123
58957686	123	123
55178532	123	123
30307325	123	123
34507736	123	123
39939994	123	123
17559422	123	123
69202695	123	123
42974201	123	123
9875913	123	123
27573716	123	123
14237751	123	123
58352011	123	123
69368526	123	123
65224946	123	123
1880473	123	123
76709447	123	123
89551102	123	123
12821820	123	123
88615660	123	123
84185484	123	123
98481260	123	123
59600494	123	123
44817356	123	123
13032753	123	123
72942898	123	123
97409200	123	123
85541673	123	123
89288907	123	123
1835698	123	123
7826986	123	123
18539645	123	123
16934373	123	123
1177838	123	123
48329147	123	123
10380876	123	123
56538645	123	123
27857162	123	123
56837549	123	123
9137087	123	123
17480556	123	123
7679870	123	123
86843499	123	123
16508166	123	123
41838336	123	123
61752196	123	123
66590332	123	123
91960041	123	123
24333675	123	123
86530421	123	123
39859995	123	123
19153044	123	123
44627012	123	123
602401	123	123
35597475	123	123
66025616	123	123
548590	123	123
45424468	123	123
87999662	123	123
22029251	123	123
3564646	123	123
92106749	123	123
98195974	123	123
7189739	123	123
58286694	123	123
41372387	123	123
68198775	123	123
73108426	123	123
39682881	123	123
7110091	123	123
27242189	123	123
54823077	123	123
57762770	123	123
22389460	123	123
21500774	123	123
22362833	123	123
15171724	123	123
57103798	123	123
56102304	123	123
37054655	123	123
95292379	123	123
87869845	123	123
53712321	123	123
13627431	123	123
81436907	123	123
39108230	123	123
67972670	123	123
85325038	123	123
54876874	123	123
71327776	123	123
45644102	123	123
40710836	123	123
67701383	123	123
37946802	123	123
9355745	123	123
23246967	123	123
89894868	123	123
59007735	123	123
37597621	123	123
44087849	123	123
34805858	123	123
81815402	123	123
57717109	123	123
12653808	123	123
85799085	123	123
12207940	123	123
89069010	123	123
89597082	123	123
3429091	123	123
48870541	123	123
4142717	123	123
1207754	123	123
67012709	123	123
33292800	123	123
49006078	123	123
95405366	123	123
25291011	123	123
40077425	123	123
54703644	123	123
25123244	123	123
24014532	123	123
47491293	123	123
47185195	123	123
7871899	123	123
75062326	123	123
89811552	123	123
73085366	123	123
77491151	123	123
35901425	123	123
98208653	123	123
73282471	123	123
54601509	123	123
54546403	123	123
32207555	123	123
13264948	123	123
38706428	123	123
73433146	123	123
78112158	123	123
66225709	123	123
81250005	123	123
68987677	123	123
25508558	123	123
82658436	123	123
17958989	123	123
1316274	123	123
90646804	123	123
55720581	123	123
85015943	123	123
31781450	123	123
93667574	123	123
37740235	123	123
1876886	123	123
34091359	123	123
5996094	123	123
88653334	123	123
62034400	123	123
52422150	123	123
62440412	123	123
2665639	123	123
49324489	123	123
45531725	123	123
25397669	123	123
52874029	123	123
78876297	123	123
71321862	123	123
54674953	123	123
43501651	123	123
68612366	123	123
49060731	123	123
45626831	123	123
80626890	123	123
11854578	123	123
70507082	123	123
39235288	123	123
98446710	123	123
92806437	123	123
28621642	123	123
6550813	123	123
58525614	123	123
7525265	123	123
50929774	123	123
20028552	123	123
98748469	123	123
9954434	123	123
2278758	123	123
63092059	123	123
63033547	123	123
14906666	123	123
47245967	123	123
909546	123	123
11695231	123	123
86510792	123	123
36417872	123	123
87566662	123	123
94892000	123	123
78507260	123	123
91555338	123	123
93153954	123	123
12501024	123	123
15543991	123	123
18838766	123	123
39952746	123	123
50483188	123	123
3252574	123	123
66628510	123	123
95758795	123	123
11559372	123	123
38521320	123	123
62531706	123	123
18765177	123	123
41030465	123	123
5378057	123	123
28815979	123	123
33789209	123	123
92326112	123	123
89610759	123	123
43228756	123	123
14665587	123	123
93061330	123	123
97032835	123	123
75698789	123	123
5945481	123	123
3504356	123	123
44928988	123	123
52947623	123	123
21972620	123	123
52866931	123	123
83164104	123	123
96695371	123	123
69720180	123	123
72626226	123	123
42463821	123	123
68523216	123	123
42449653	123	123
26615859	123	123
79466201	123	123
78537312	123	123
89884576	123	123
28458998	123	123
50730347	123	123
60685957	123	123
83817079	123	123
95927425	123	123
37079125	123	123
72779699	123	123
52472994	123	123
13364320	123	123
96199887	123	123
81342957	123	123
74665631	123	123
6111080	123	123
19977706	123	123
93045146	123	123
37368609	123	123
96915228	123	123
7852327	123	123
17573997	123	123
31719195	123	123
37225527	123	123
8042736	123	123
15010925	123	123
42643332	123	123
94949361	123	123
74831263	123	123
39187598	123	123
50771446	123	123
866671	123	123
64648357	123	123
97559570	123	123
9359913	123	123
57700525	123	123
69866653	123	123
64200579	123	123
38598754	123	123
49273849	123	123
32281318	123	123
77318982	123	123
25369525	123	123
62204552	123	123
4886307	123	123
62065170	123	123
83584698	123	123
88944161	123	123
12693259	123	123
55042482	123	123
77783864	123	123
95838986	123	123
19455396	123	123
23832773	123	123
55480080	123	123
32166489	123	123
94933714	123	123
87486845	123	123
29581032	123	123
15275253	123	123
77538573	123	123
5692646	123	123
99070691	123	123
83383315	123	123
42578037	123	123
12047609	123	123
16692054	123	123
4446065	123	123
12749961	123	123
34872955	123	123
53967944	123	123
79147142	123	123
37176582	123	123
96811701	123	123
5111810	123	123
29601219	123	123
52678016	123	123
21799487	123	123
18751129	123	123
8545376	123	123
88605044	123	123
53648962	123	123
82212107	123	123
47606178	123	123
13732648	123	123
72627413	123	123
57532279	123	123
94559713	123	123
17560718	123	123
54757380	123	123
9614965	123	123
39288438	123	123
480485	123	123
27501724	123	123
72552605	123	123
89778399	123	123
28401836	123	123
93124571	123	123
1900789	123	123
17772187	123	123
67934204	123	123
70910839	123	123
57515389	123	123
54912048	123	123
75307591	123	123
50927700	123	123
77709096	123	123
51766032	123	123
79602434	123	123
47255409	123	123
29148728	123	123
98136337	123	123
24687879	123	123
60732002	123	123
28335471	123	123
88297848	123	123
14116517	123	123
59993733	123	123
42353060	123	123
6996867	123	123
8005843	123	123
57277792	123	123
81657455	123	123
87913899	123	123
74233803	123	123
44897887	123	123
11250024	123	123
44701592	123	123
6041195	123	123
14348168	123	123
4364423	123	123
51777048	123	123
56096699	123	123
90158462	123	123
40150302	123	123
1771045	123	123
45653033	123	123
67724954	123	123
21528064	123	123
97095012	123	123
53964810	123	123
58829948	123	123
73278393	123	123
49854437	123	123
75887476	123	123
86874830	123	123
23230231	123	123
49134450	123	123
60011770	123	123
62587492	123	123
78319643	123	123
90628289	123	123
63207665	123	123
38108194	123	123
78142196	123	123
39521500	123	123
44676166	123	123
5022363	123	123
61205586	123	123
90386722	123	123
75591944	123	123
83856122	123	123
66165941	123	123
30617004	123	123
79195724	123	123
29722878	123	123
90665838	123	123
71523225	123	123
60569888	123	123
82287711	123	123
33934736	123	123
99810988	123	123
93133847	123	123
92492700	123	123
12549176	123	123
92588759	123	123
78294547	123	123
38220542	123	123
8812775	123	123
46639121	123	123
6027613	123	123
92903329	123	123
56086484	123	123
31359429	123	123
90975556	123	123
46221382	123	123
35556020	123	123
32612860	123	123
72961797	123	123
90316121	123	123
25652580	123	123
86789980	123	123
86966081	123	123
70855542	123	123
55880039	123	123
75932937	123	123
35650520	123	123
68223182	123	123
49798700	123	123
67749282	123	123
98270722	123	123
9400264	123	123
23635513	123	123
74021123	123	123
927376	123	123
55733644	123	123
39365479	123	123
3382099	123	123
89312747	123	123
81265547	123	123
59968500	123	123
51229846	123	123
19748806	123	123
74487111	123	123
26264590	123	123
45733285	123	123
74268093	123	123
12432688	123	123
30073900	123	123
80021400	123	123
2293351	123	123
89136362	123	123
913766	123	123
69793296	123	123
88616508	123	123
25545176	123	123
97963423	123	123
50303966	123	123
90821582	123	123
66977877	123	123
71708604	123	123
90614733	123	123
21382695	123	123
5025183	123	123
18305534	123	123
65345861	123	123
42877306	123	123
5835210	123	123
46692893	123	123
73478544	123	123
12052118	123	123
64447770	123	123
28080756	123	123
89364010	123	123
78345558	123	123
13202808	123	123
78392057	123	123
96343151	123	123
41448769	123	123
46908660	123	123
4579912	123	123
63363028	123	123
39085592	123	123
38514766	123	123
86481861	123	123
39472254	123	123
70234907	123	123
40517032	123	123
16594908	123	123
1495404	123	123
76828482	123	123
40487711	123	123
60733811	123	123
17303601	123	123
3464047	123	123
51757603	123	123
621191	123	123
77206760	123	123
53343284	123	123
80358875	123	123
299080	123	123
42871826	123	123
24653794	123	123
6140022	123	123
32549180	123	123
37972015	123	123
55032983	123	123
30631080	123	123
5495014	123	123
46510850	123	123
31211974	123	123
6203644	123	123
95763743	123	123
7463515	123	123
33142952	123	123
66724096	123	123
37472166	123	123
33473859	123	123
81603833	123	123
91894131	123	123
9731370	123	123
65416202	123	123
76493572	123	123
27301263	123	123
19193998	123	123
24914836	123	123
46942749	123	123
41325535	123	123
70130284	123	123
73797280	123	123
45677241	123	123
